City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Oyama,JP,2022-05-17 03:20:09,36.3,139.8,66.58,63,100,4.63
294,Grand-Santi,GF,2022-05-17 03:23:20,4.25,-54.3833,74.12,100,100,2.33
295,Inhambane,MZ,2022-05-17 03:23:21,-23.865,35.3833,69.78,88,40,5.75
296,Gigmoto,PH,2022-05-17 03:23:21,13.7796,124.39,86.88,66,93,10.87
297,Nouadhibou,MR,2022-05-17 03:23:22,20.931,-17.0347,75.18,38,100,20.71
298,Kenai,US,2022-05-17 03:23:22,60.5544,-151.2583,58.03,33,100,9.22
299,Bathsheba,BB,2022-05-17 03:23:23,13.2167,-59.5167,81.21,83,40,20.71
300,Mangrol,IN,2022-05-17 03:23:23,21.1167,70.1167,85.39,62,2,13.98
301,Ketchikan,US,2022-05-17 03:23:24,55.3422,-131.6461,44.22,82,92,9.28
302,San Fernando,PH,2022-05-17 03:23:25,15.0286,120.6898,89.33,60,100,5.73
303,Puerto Colombia,CO,2022-05-17 03:23:25,10.9878,-74.9547,82.49,84,100,12.15
304,Linxia,CN,2022-05-17 03:23:26,35.6003,103.2064,61.99,35,81,3.83
305,Sabla,NG,2022-05-17 03:23:26,12.7525,4.7077,87.04,14,69,5.91
306,Ust-Karsk,RU,2022-05-17 03:23:27,52.7011,118.8077,64.13,27,14,4.36
307,Yar-Sale,RU,2022-05-17 03:23:27,66.8333,70.8333,37.6,99,100,3.76
308,Tutoia,BR,2022-05-17 03:23:27,-2.7619,-42.2744,79.47,87,89,8.7
309,Kavieng,PG,2022-05-17 03:23:28,-2.5744,150.7967,84.7,67,3,5.44
310,Nakamura,JP,2022-05-17 03:23:29,32.9833,132.9333,67.68,42,100,2.39
311,Vila Franca Do Campo,PT,2022-05-17 03:23:29,37.7167,-25.4333,59.41,75,27,14.85
312,Kamen-Rybolov,RU,2022-05-17 03:23:30,44.7481,132.0403,64.58,33,5,10.85
313,Rock Sound,BS,2022-05-17 03:23:30,24.9,-76.2,77.74,78,92,10.45
314,Guerrero Negro,MX,2022-05-17 03:23:31,27.9769,-114.0611,60.48,87,5,18.48
315,Bratsk,RU,2022-05-17 03:22:26,56.1325,101.6142,64.89,48,66,11.39
316,Gafanha Da Nazare,PT,2022-05-17 03:23:31,40.6362,-8.7134,63.0,82,100,10.92
317,Kavaratti,IN,2022-05-17 03:23:32,10.5669,72.642,80.74,79,100,23.26
318,Tabou,CI,2022-05-17 03:23:32,4.423,-7.3528,78.8,83,100,4.43
319,Saint Pete Beach,US,2022-05-17 03:23:33,27.7253,-82.7412,78.85,71,0,6.91
320,Simao,CN,2022-05-17 03:23:34,22.7886,100.9748,64.89,90,100,2.19
321,Chaman,PK,2022-05-17 03:23:34,30.9236,66.4512,79.65,15,0,2.46
322,Tanout,NE,2022-05-17 03:24:35,14.9709,8.8879,75.31,10,0,12.35
323,Wynyard,AU,2022-05-17 03:20:41,-41.0,145.7167,59.95,72,51,15.55
324,Bone,DE,2022-05-17 03:24:36,51.9669,12.1396,61.29,91,100,6.85
325,Resen,MK,2022-05-17 03:24:36,41.0889,21.0122,47.84,83,0,1.59
326,Cardston,CA,2022-05-17 03:24:37,49.2,-113.3019,57.49,30,67,12.66
327,Smolenka,RU,2022-05-17 03:24:37,52.1352,113.4974,66.27,14,18,8.95
328,Lakes Entrance,AU,2022-05-17 03:24:38,-37.8811,147.981,62.17,43,11,16.06
329,Vila,PT,2022-05-17 03:24:38,42.0304,-8.1588,52.68,92,70,4.97
330,Imbituba,BR,2022-05-17 03:24:39,-28.24,-48.6703,52.09,71,0,10.22
331,Borogontsy,RU,2022-05-17 03:24:39,62.6683,131.1683,44.83,53,100,4.65
332,Sechura,PE,2022-05-17 03:24:40,-5.5569,-80.8222,67.5,77,19,11.41
333,Idritsa,RU,2022-05-17 03:24:40,56.3316,28.8988,35.06,90,29,5.99
334,Bethel,US,2022-05-17 03:24:41,41.3712,-73.414,62.96,85,75,8.05
335,Saint-Pierre,RE,2022-05-17 03:24:41,-21.3393,55.4781,69.48,88,75,9.22
336,Marsh Harbour,BS,2022-05-17 03:24:42,26.5412,-77.0636,76.3,80,99,9.13
337,Hamilton,US,2022-05-17 03:23:08,39.1834,-84.5333,64.72,68,0,4.61
338,Taltal,CL,2022-05-17 03:24:42,-25.4,-70.4833,59.86,75,90,2.26
339,Olinda,BR,2022-05-17 03:24:43,-8.0089,-34.8553,80.33,89,75,5.75
340,Caravelas,BR,2022-05-17 03:24:43,-17.7125,-39.2481,73.63,93,0,5.26
341,Dvinskoy,RU,2022-05-17 03:24:44,62.1535,45.1175,41.02,70,90,9.42
342,Sandwick,GB,2022-05-17 03:24:44,60.0,-1.25,49.82,93,100,14.97
343,Birjand,IR,2022-05-17 03:24:45,32.8663,59.2211,72.07,12,0,4.61
344,Maniitsoq,GL,2022-05-17 03:24:45,65.4167,-52.9,31.84,74,3,6.98
345,Asuncion,PY,2022-05-17 03:20:37,-25.3007,-57.6359,49.89,76,0,0.0
346,Ulefoss,NO,2022-05-17 03:24:46,59.2838,9.2646,45.09,60,11,1.95
347,Acapulco,MX,2022-05-17 03:21:02,16.8634,-99.8901,82.22,69,20,9.22
348,Talant,FR,2022-05-17 03:24:47,47.3369,5.0089,56.01,94,0,5.75
349,Arlit,NE,2022-05-17 03:24:47,18.7369,7.3853,81.23,11,0,11.86
350,Puerto Narino,CO,2022-05-17 03:24:48,-3.7703,-70.3831,72.9,100,100,3.69
351,Terbuny,RU,2022-05-17 03:24:48,52.1389,38.2789,39.54,87,7,11.3
352,Beringovskiy,RU,2022-05-17 03:24:49,63.05,179.3167,36.95,80,96,4.92
353,Gornyak,RU,2022-05-17 03:24:49,50.9942,81.4661,73.26,37,23,12.48
354,Harper,LR,2022-05-17 03:24:50,4.375,-7.7169,78.89,82,100,4.34
355,Balkhash,KZ,2022-05-17 03:24:50,46.844,74.9804,74.01,31,0,6.71
356,Lompoc,US,2022-05-17 03:24:51,34.6391,-120.4579,54.93,87,100,19.57
357,Beaverlodge,CA,2022-05-17 03:24:42,55.2166,-119.4361,49.35,65,45,13.71
358,Ahipara,NZ,2022-05-17 03:24:51,-35.1667,173.1667,69.44,71,97,13.13
359,Monrovia,LR,2022-05-17 03:24:52,6.3005,-10.7969,79.57,85,100,5.59
360,Chuy,UY,2022-05-17 03:24:52,-33.6971,-53.4616,52.3,87,72,15.14
361,Miandrivazo,MG,2022-05-17 03:24:53,-19.5167,45.4667,68.54,56,0,4.27
362,Kimbe,PG,2022-05-17 03:24:53,-5.5502,150.1429,87.39,63,36,6.53
363,Begoro,GH,2022-05-17 03:24:54,6.3871,-0.3774,70.97,97,98,3.51
364,Bilibino,RU,2022-05-17 03:24:54,68.0546,166.4372,39.15,86,93,2.15
365,Cabo San Lucas,MX,2022-05-17 03:24:55,22.8909,-109.9124,81.7,75,91,4.0
366,Reyes,BO,2022-05-17 03:24:55,-14.3167,-67.3833,65.03,64,100,5.79
367,Udachnyy,RU,2022-05-17 03:24:56,66.4167,112.4,37.45,74,92,10.38
368,Kazachinskoye,RU,2022-05-17 03:24:56,57.6953,93.2761,70.56,44,88,4.23
369,Creston,US,2022-05-17 03:24:57,41.0586,-94.3614,66.78,59,0,6.91
370,Bilisht,AL,2022-05-17 03:25:57,40.6275,20.99,54.28,85,0,2.39
371,Petropavlovsk-Kamchatskiy,RU,2022-05-17 03:25:58,53.0452,158.6483,50.59,62,40,11.18
372,Alta Floresta,BR,2022-05-17 03:25:59,-9.8756,-56.0861,71.96,90,100,6.02
373,Comodoro Rivadavia,AR,2022-05-17 03:25:59,-45.8667,-67.5,49.86,43,0,9.22
374,Okhotsk,RU,2022-05-17 03:26:00,59.3833,143.3,32.9,99,100,14.16
375,Faya,SA,2022-05-17 03:26:00,18.3851,42.4509,63.12,10,0,5.26
376,Port Hawkesbury,CA,2022-05-17 03:26:01,45.6169,-61.3485,46.96,99,100,9.22
377,Sangar,RU,2022-05-17 03:26:02,63.9242,127.4739,35.67,99,100,4.27
378,Dolinsk,RU,2022-05-17 03:26:02,47.35,142.8,58.35,56,63,15.93
379,Cervo,ES,2022-05-17 03:26:03,43.6702,-7.4101,63.97,78,0,6.58
380,Altay,CN,2022-05-17 03:26:04,47.8667,88.1167,62.13,52,6,3.67
381,Tela,HN,2022-05-17 03:26:04,15.7833,-87.45,76.24,89,99,6.76
382,Monte Santo,BR,2022-05-17 03:26:05,-10.4378,-39.3328,68.58,94,100,3.91
383,Minamata,JP,2022-05-17 03:26:06,32.2167,130.4,66.07,55,100,4.94
384,Moree,AU,2022-05-17 03:26:06,-29.4667,149.85,70.61,40,0,11.14
385,Ust-Kuyga,RU,2022-05-17 03:26:07,70.0167,135.6,30.22,91,94,0.87
386,Verkhnevilyuysk,RU,2022-05-17 03:26:07,63.4453,120.3167,39.13,94,100,2.26
387,Sao Miguel Do Iguacu,BR,2022-05-17 03:26:08,-25.3481,-54.2378,47.28,86,0,4.47
388,Birin,NP,2022-05-17 03:26:08,26.8865,88.0718,69.48,73,19,5.01
389,Mackenzie,CA,2022-05-17 03:26:09,55.2999,-123.1698,50.22,34,75,12.66
390,Rundu,NA,2022-05-17 03:26:10,-17.9333,19.7667,53.94,55,29,6.49
391,Kiama,AU,2022-05-17 03:26:10,-34.6833,150.8667,70.25,44,0,7.0
392,Arrifes,PT,2022-05-17 03:26:11,37.7667,-25.7,57.45,67,20,19.57
393,Nantucket,US,2022-05-17 03:26:11,41.2835,-70.0995,60.94,94,100,5.75
394,Nenjiang,CN,2022-05-17 03:26:12,49.1833,125.2167,58.35,29,93,9.62
395,Hegra,NO,2022-05-17 03:26:12,63.4644,11.114,35.83,93,43,6.91
396,Zyryanka,RU,2022-05-17 03:26:13,65.75,150.85,54.43,44,34,16.53
397,Steinbach,DE,2022-05-17 03:26:13,50.1667,8.5667,56.21,100,55,3.44
398,Airai,TL,2022-05-17 03:26:14,-8.9266,125.4092,75.76,43,15,2.57
399,Atambua,ID,2022-05-17 03:26:15,-9.1061,124.8925,85.66,48,23,2.8
400,Christchurch,NZ,2022-05-17 03:25:05,-43.5333,172.6333,61.41,76,98,11.5
401,Port Lincoln,AU,2022-05-17 03:26:15,-34.7333,135.8667,62.02,56,55,12.35
402,Hami,CN,2022-05-17 03:23:16,42.8,93.45,78.04,18,96,14.52
403,Fortuna,US,2022-05-17 03:26:16,40.5982,-124.1573,53.94,77,51,4.0
404,Solwezi,ZM,2022-05-17 03:26:17,-12.1688,26.3894,56.79,78,82,6.26
405,Laguna,US,2022-05-17 03:26:17,38.421,-121.4238,74.44,56,0,10.36
406,Manjacaze,MZ,2022-05-17 03:26:18,-24.7117,33.8828,63.45,93,2,3.22
407,Sola,VU,2022-05-17 03:26:18,-13.8833,167.55,84.87,79,75,4.61
408,Wellington,NZ,2022-05-17 03:26:19,-41.2866,174.7756,64.06,95,100,14.97
409,Manta,EC,2022-05-17 03:26:19,-0.95,-80.7333,74.98,88,75,5.75
410,Tumwater,US,2022-05-17 03:26:20,47.0073,-122.9093,54.9,63,0,8.05
411,Florianopolis,BR,2022-05-17 03:26:21,-27.6146,-48.5012,56.43,43,0,12.66
412,Rio Bravo,MX,2022-05-17 03:26:21,25.9833,-98.1,80.08,85,1,14.27
413,Gisborne,NZ,2022-05-17 03:26:22,-38.6533,178.0042,66.97,78,75,10.98
414,Flinders,AU,2022-05-17 03:26:23,-34.5833,150.8552,70.05,49,0,11.05
415,Tautira,PF,2022-05-17 03:26:23,-17.7333,-149.15,80.49,74,34,12.28
416,Maicao,CO,2022-05-17 03:27:24,11.3832,-72.2432,81.48,76,100,8.68
417,Northam,GB,2022-05-17 03:27:24,51.0333,-4.2167,56.39,91,6,14.25
418,Kungurtug,RU,2022-05-17 03:27:25,50.5994,97.5228,62.53,44,100,1.88
419,Cherskiy,RU,2022-05-17 03:24:01,68.75,161.3,47.19,71,100,10.94
420,Touba,CI,2022-05-17 03:27:26,8.2833,-7.6833,72.23,86,27,4.65
421,Dajal,PK,2022-05-17 03:27:26,29.5577,70.3762,98.64,16,0,1.7
422,Rawson,AR,2022-05-17 03:23:05,-43.3002,-65.1023,47.07,78,0,12.59
423,Korla,CN,2022-05-17 03:27:27,41.7597,86.1469,76.42,20,100,12.12
424,Port-Gentil,GA,2022-05-17 03:27:27,-0.7193,8.7815,79.43,85,100,5.68
425,China,MX,2022-05-17 03:26:12,25.7,-99.2333,79.86,61,6,25.28
426,Basco,PH,2022-05-17 03:27:28,20.4487,121.9702,79.09,86,100,13.65
427,Netarhat,IN,2022-05-17 03:27:29,23.4833,84.2667,90.36,22,70,9.78
428,Yumen,CN,2022-05-17 03:27:29,40.2833,97.2,70.77,5,100,12.44
429,Sigli,ID,2022-05-17 03:27:30,5.3848,95.9609,85.89,68,99,4.94
430,Ranot,TH,2022-05-17 03:27:30,7.7777,100.3213,82.53,78,100,4.88
431,High Rock,BS,2022-05-17 03:27:31,26.6208,-78.2833,77.02,74,3,9.75
432,Deputatskiy,RU,2022-05-17 03:27:31,69.3,139.9,27.61,91,58,1.36
433,Nishihara,JP,2022-05-17 03:27:32,26.1842,127.7558,68.05,97,100,14.97
434,Seminole,US,2022-05-17 03:27:32,28.7086,-81.2081,80.96,80,0,4.61
435,Gladstone,AU,2022-05-17 03:27:33,-23.85,151.25,82.33,65,75,10.36
436,Sawakin,SD,2022-05-17 03:27:33,19.1059,37.3321,80.28,70,0,7.99
437,Esperance,AU,2022-05-17 03:27:34,-33.8667,121.9,67.24,50,0,11.23
438,Kholmogory,RU,2022-05-17 03:27:34,64.2229,41.656,38.37,64,100,8.48
439,Sayat,TM,2022-05-17 03:27:35,38.7839,63.8803,78.67,19,2,7.47
440,Thap Than,TH,2022-05-17 03:27:35,15.4606,99.8917,88.72,65,99,8.08
441,Pangnirtung,CA,2022-05-17 03:27:36,66.1451,-65.7125,18.55,82,98,7.63
442,Shishou,CN,2022-05-17 03:27:36,29.7226,112.419,73.24,51,100,8.12
443,Nuuk,GL,2022-05-17 03:27:37,64.1835,-51.7216,29.01,93,40,9.22
444,Ingham,US,2022-05-17 03:27:37,42.6,-84.3833,62.22,55,75,0.0
445,Astoria,US,2022-05-17 03:27:38,46.1879,-123.8313,52.47,75,20,6.91
446,Xiongzhou,CN,2022-05-17 03:27:38,25.1167,114.3,73.06,51,69,5.03
447,Jalu,LY,2022-05-17 03:27:39,29.0331,21.5482,75.65,31,0,5.77
448,Ismailia,EG,2022-05-17 03:27:40,30.6043,32.2723,62.11,80,54,6.2
449,Santarem,BR,2022-05-17 03:24:46,-2.4431,-54.7083,77.13,100,40,5.75
450,Daro,GN,2022-05-17 03:27:40,8.5185,-9.569,68.38,99,72,0.47
451,Tual,ID,2022-05-17 03:27:41,-5.6667,132.75,83.82,70,55,16.87
452,Vysha,RU,2022-05-17 03:27:41,53.8477,42.3777,41.41,94,100,8.05
453,Champasak,LA,2022-05-17 03:27:42,14.75,106.0,83.28,83,99,2.26
454,Marrakesh,MA,2022-05-17 03:27:42,31.6315,-8.0083,66.27,59,0,8.05
455,Umtata,ZA,2022-05-17 03:27:43,-31.5889,28.7844,48.76,81,0,2.3
456,Chengde,CN,2022-05-17 03:27:43,40.9725,117.9361,74.8,21,94,3.56
457,Kidal,ML,2022-05-17 03:27:44,18.4411,1.4078,88.47,21,98,6.38
458,Shillong,IN,2022-05-17 03:27:44,25.5689,91.8831,59.04,100,100,3.44
459,Xapuri,BR,2022-05-17 03:27:45,-10.6517,-68.5044,66.2,97,100,3.47
460,Obo,CF,2022-05-17 03:27:45,5.3998,26.4869,68.16,93,63,0.76
461,Kieta,PG,2022-05-17 03:27:46,-6.2167,155.6333,83.93,74,26,2.95
462,Loandjili,CG,2022-05-17 03:27:46,-4.7561,11.8578,77.11,100,75,2.3
463,Heishan,CN,2022-05-17 03:27:47,41.6892,122.1128,78.42,19,55,20.94
464,Ankazoabo,MG,2022-05-17 03:28:47,-22.2833,44.5167,64.51,72,1,7.45
465,Maragogi,BR,2022-05-17 03:24:22,-9.0122,-35.2225,77.22,88,42,3.71
466,Lokoja,NG,2022-05-17 03:28:48,7.8024,6.743,75.51,91,100,2.95
467,Yerbogachen,RU,2022-05-17 03:28:48,61.2767,108.0108,67.05,34,77,6.53
468,Thinadhoo,MV,2022-05-17 03:28:49,0.5333,72.9333,83.97,76,100,18.01
469,Mahajanga,MG,2022-05-17 03:28:50,-15.7167,46.3167,68.02,83,20,4.61
470,Jinxiang,CN,2022-05-17 03:28:50,27.4327,120.6062,68.16,56,42,6.26
471,Slave Lake,CA,2022-05-17 03:25:50,55.2834,-114.769,55.38,71,100,8.05
472,Brae,GB,2022-05-17 03:28:51,60.3964,-1.353,48.85,89,100,14.43
473,Catabola,AO,2022-05-17 03:28:51,-12.15,17.2833,54.55,64,36,1.81
474,Burley,US,2022-05-17 03:28:52,42.5357,-113.7928,64.36,50,0,8.05
475,Vila Do Maio,CV,2022-05-17 03:28:52,15.1333,-23.2167,81.39,88,100,16.11
476,Traverse City,US,2022-05-17 03:28:52,44.7631,-85.6206,48.4,63,0,4.61
477,Varhaug,NO,2022-05-17 03:28:53,58.6147,5.6457,53.85,66,100,7.9
478,Bhimunipatnam,IN,2022-05-17 03:28:54,17.8833,83.4333,87.31,70,5,10.09
479,Tezu,IN,2022-05-17 03:28:54,27.9167,96.1667,72.34,98,90,3.09
480,Puerto Ayacucho,VE,2022-05-17 03:28:55,5.6639,-67.6236,76.84,90,100,2.13
481,Seoul,KR,2022-05-17 03:28:30,37.5683,126.9778,76.57,38,0,8.05
482,Coihaique,CL,2022-05-17 03:28:56,-45.5752,-72.0662,30.81,93,100,0.0
483,Orlik,RU,2022-05-17 03:28:56,52.5178,99.825,51.03,76,100,5.57
484,Kirakira,SB,2022-05-17 03:25:12,-10.4544,161.9205,83.97,72,100,4.65
485,Requena,ES,2022-05-17 03:24:58,39.4883,-1.1004,54.52,63,0,2.46
486,Kangaba,ML,2022-05-17 03:28:57,11.9333,-8.4167,85.66,41,84,4.07
487,Mount Isa,AU,2022-05-17 03:28:57,-20.7333,139.5,80.37,32,1,12.66
488,Hualmay,PE,2022-05-17 03:28:58,-11.0964,-77.6139,63.46,87,78,5.79
489,Morganton,US,2022-05-17 03:28:58,35.7454,-81.6848,66.49,62,0,6.91
490,Port Hardy,CA,2022-05-17 03:25:55,50.6996,-127.4199,48.38,66,75,10.36
491,Jacareacanga,BR,2022-05-17 03:28:59,-6.2222,-57.7528,72.97,99,100,2.08
492,Ofaqim,IL,2022-05-17 03:29:00,31.3141,34.6203,60.71,83,100,0.18
493,Jining,CN,2022-05-17 03:29:00,35.405,116.5814,90.95,9,0,14.81
494,Cravo Norte,CO,2022-05-17 03:29:01,6.3017,-70.2041,77.7,88,100,3.94
495,Emerald,AU,2022-05-17 03:29:01,-23.5333,148.1667,73.24,60,100,14.63
496,Tiarei,PF,2022-05-17 03:29:02,-17.5333,-149.3333,82.42,73,53,10.78
497,Barabai,ID,2022-05-17 03:29:02,-2.5833,115.3833,87.22,67,93,3.04
498,Fairbanks,US,2022-05-17 03:25:02,64.8378,-147.7164,48.31,67,75,5.75
499,Swan River,CA,2022-05-17 03:29:03,52.1058,-101.2676,46.29,66,87,5.75
500,Ilulissat,GL,2022-05-17 03:29:03,69.2167,-51.1,24.82,74,10,6.91
501,Poso,ID,2022-05-17 03:29:04,-1.3959,120.7524,86.65,66,91,4.47
502,Miyako,JP,2022-05-17 03:29:04,39.6367,141.9525,59.74,72,100,7.09
503,Ust-Barguzin,RU,2022-05-17 03:29:05,53.45,108.9833,49.03,64,100,4.9
504,Benjamin Constant,BR,2022-05-17 03:29:05,-4.3831,-70.0311,75.33,94,75,5.75
505,Sembakung,ID,2022-05-17 03:29:06,3.8167,117.25,74.98,97,100,3.0
506,Kawalu,ID,2022-05-17 03:29:06,-7.3817,108.2082,84.83,65,45,3.15
507,Paralimni,CY,2022-05-17 03:29:07,35.0375,33.9833,65.14,99,0,1.83
508,Nongan,CN,2022-05-17 03:29:07,44.382,125.1685,74.7,21,97,20.33
509,Cartagena,CO,2022-05-17 03:27:21,10.3997,-75.5144,82.02,89,40,3.44
510,Lekoni,GA,2022-05-17 03:30:08,-1.5843,14.2591,73.81,84,83,2.46
511,Zuwarah,LY,2022-05-17 03:30:09,32.9312,12.082,67.57,74,1,8.1
512,Bemidji,US,2022-05-17 03:30:09,47.4736,-94.8803,49.77,80,0,0.0
513,Great Falls,US,2022-05-17 03:28:17,47.5002,-111.3008,63.68,42,20,4.61
514,La Ciotat,FR,2022-05-17 03:30:10,43.1748,5.6045,69.82,67,64,2.15
515,Fort Wellington,GY,2022-05-17 03:30:11,6.4,-57.6,77.81,90,100,10.56
516,Saint-Francois,FR,2022-05-17 03:30:11,46.4154,3.9054,57.67,100,80,0.0
517,Arman,RU,2022-05-17 03:30:12,59.7,150.1667,41.02,99,100,1.72
518,Benicarlo,ES,2022-05-17 03:30:12,40.4165,0.4271,70.9,78,0,1.43
519,Tazovskiy,RU,2022-05-17 03:30:12,67.4667,78.7,45.84,87,94,5.79
520,Ystad,SE,2022-05-17 03:30:13,55.4297,13.8204,47.14,82,100,8.75
521,Progreso,MX,2022-05-17 03:30:14,21.2833,-89.6667,79.11,80,0,9.75
522,Gimli,CA,2022-05-17 03:29:50,50.6336,-96.9907,44.62,81,47,0.0
523,Maldonado,UY,2022-05-17 03:30:14,-34.6667,-54.9167,56.59,86,75,16.13
524,Sinnamary,GF,2022-05-17 03:30:15,5.3833,-52.95,77.7,92,100,11.36
525,Auki,SB,2022-05-17 03:30:15,-8.7676,160.7034,84.7,68,69,4.41
526,Khorramabad,IR,2022-05-17 03:30:16,33.4878,48.3558,60.42,39,100,2.3
527,Puerto Escondido,MX,2022-05-17 03:30:16,15.85,-97.0667,85.03,65,0,4.61
528,Susangerd,IR,2022-05-17 03:30:17,31.5608,48.1831,82.24,26,1,15.86
529,Nurobod,UZ,2022-05-17 03:30:17,40.9056,69.8023,76.44,32,4,2.46
530,Covington,US,2022-05-17 03:30:15,39.0837,-84.5086,65.52,68,0,4.61
531,Waipawa,NZ,2022-05-17 03:30:18,-41.4122,175.5153,62.83,74,100,14.18
532,Kulhudhuffushi,MV,2022-05-17 03:26:34,6.6221,73.07,79.63,88,100,24.36
533,Zharkent,KZ,2022-05-17 03:30:19,44.1628,80.0,74.48,37,61,8.19
534,Hartford,US,2022-05-17 03:29:16,41.7668,-72.7662,64.42,96,64,1.99
535,Khorixas,NA,2022-05-17 03:30:19,-20.3667,14.9667,65.08,33,0,15.82
536,Santiago Del Estero,AR,2022-05-17 03:30:20,-27.7951,-64.2615,51.17,79,1,4.9
537,Batagay,RU,2022-05-17 03:30:20,67.6333,134.6333,38.05,70,98,1.07
538,Marystown,CA,2022-05-17 03:30:21,47.1666,-55.1483,41.86,100,94,1.99
539,Parana,AR,2022-05-17 03:30:21,-31.732,-60.5238,50.5,86,2,11.61
540,Caraquet,CA,2022-05-17 03:28:09,47.7941,-64.9386,49.33,95,100,6.13
541,Ugoofaaru,MV,2022-05-17 03:30:22,5.6667,73.0,83.21,81,100,25.77
542,Damghan,IR,2022-05-17 03:30:23,36.1683,54.348,65.14,36,25,9.75
543,Ranong,TH,2022-05-17 03:30:23,9.9658,98.6348,84.13,85,97,5.88
544,Tessalit,ML,2022-05-17 03:30:24,20.1986,1.0114,83.05,11,49,3.74
545,Santo Tomas,PH,2022-05-17 03:30:24,14.1079,121.1414,88.05,58,99,5.53
546,Chinameca,SV,2022-05-17 03:30:25,13.5,-88.35,78.94,86,99,1.72
547,Vaitape,PF,2022-05-17 03:30:25,-16.5167,-151.75,81.95,70,48,13.78
548,Namatanai,PG,2022-05-17 03:30:26,-3.6667,152.4333,85.06,66,19,3.65
549,Patacamaya,BO,2022-05-17 03:30:26,-17.2333,-67.9167,39.83,64,23,6.53
550,Sumenep,ID,2022-05-17 03:30:27,-7.0167,113.8667,86.52,67,98,7.76
551,Virden,US,2022-05-17 03:25:51,39.5009,-89.7679,66.7,51,0,6.13
552,Alyangula,AU,2022-05-17 03:30:27,-13.8483,136.4192,84.63,60,16,14.23
553,Amahai,ID,2022-05-17 03:30:28,-3.3333,128.9167,85.57,69,28,4.9
554,Leh,IN,2022-05-17 03:27:03,34.1667,77.5833,47.46,42,8,3.29
555,Broken Hill,AU,2022-05-17 03:26:15,-31.95,141.4333,60.46,48,0,1.92
556,Fort Walton Beach,US,2022-05-17 03:31:29,30.4058,-86.6188,78.89,81,0,9.22
557,Lincoln,US,2022-05-17 03:28:21,40.8,-96.667,70.9,58,0,5.75
558,Itoman,JP,2022-05-17 03:31:30,26.1247,127.6694,68.77,96,75,14.97
559,Micheweni,TZ,2022-05-17 03:31:31,-4.9667,39.8333,77.83,77,14,12.39
560,Knysna,ZA,2022-05-17 03:31:31,-34.0363,23.0471,68.22,33,0,10.42
561,Riyadh,SA,2022-05-17 03:30:12,24.6877,46.7219,80.74,19,0,10.54
562,Mitsamiouli,KM,2022-05-17 03:31:32,-11.3847,43.2844,79.63,67,1,6.26
563,Premia De Mar,ES,2022-05-17 03:31:33,41.4921,2.3652,67.6,86,20,1.01
564,Faenza,IT,2022-05-17 03:31:33,44.2857,11.8833,66.2,86,21,1.01
565,Sosnovka,RU,2022-05-17 03:31:34,56.255,51.2842,50.49,81,55,6.44
566,Smirnykh,RU,2022-05-17 03:31:34,49.75,142.8333,53.04,74,92,8.9
567,Nancha,CN,2022-05-17 03:31:35,47.1333,129.2667,71.82,25,93,13.91
568,Torbay,CA,2022-05-17 03:31:36,47.6666,-52.7314,39.27,90,40,5.75
569,Shuya,RU,2022-05-17 03:31:36,56.8487,41.3883,44.94,96,100,4.56
570,Portland,US,2022-05-17 03:29:59,45.5234,-122.6762,58.98,63,40,9.22
571,Quelimane,MZ,2022-05-17 03:31:37,-17.8786,36.8883,67.95,94,40,4.61
572,San Marcos,US,2022-05-17 03:29:54,33.1434,-117.1661,64.45,82,100,5.99
573,Hernani,ES,2022-05-17 03:31:38,43.2662,-1.9762,63.86,77,0,3.0
574,Ankang,CN,2022-05-17 03:31:38,32.68,109.0172,75.79,49,100,1.52
