City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
337,Xudat,AZ,41.631,48.681,53.91,78,100,11.18,overcast clouds,2022-05-20 21:03:38
338,Partizanskoye,RU,55.5006,94.39,51.37,83,28,6.29,scattered clouds,2022-05-20 21:03:39
339,Shahreza,IR,32.0339,51.8794,70.92,20,2,0.22,clear sky,2022-05-20 21:03:39
340,Leningradskiy,RU,69.3833,178.4167,33.26,98,25,6.78,scattered clouds,2022-05-20 21:03:40
341,Hobyo,SO,5.3505,48.5268,79.56,85,87,26.93,overcast clouds,2022-05-20 21:03:40
342,Saint-Georges,GD,12.0564,-61.7485,80.91,73,1,14.03,clear sky,2022-05-20 21:03:40
343,Gilgit,PK,35.9221,74.3087,61.34,79,99,0.85,overcast clouds,2022-05-20 21:03:41
344,Batagay,RU,67.6333,134.6333,37.74,75,17,3.51,few clouds,2022-05-20 21:03:41
345,Oistins,BB,13.0667,-59.5333,79.84,74,25,15.75,scattered clouds,2022-05-20 21:03:42
346,Nanortalik,GL,60.1432,-45.2371,38.88,81,42,6.4,scattered clouds,2022-05-20 21:03:42
347,Port Augusta,AU,-32.5,137.7667,47.84,72,0,7.25,clear sky,2022-05-20 21:02:44
348,Mareeba,AU,-17.0,145.4333,69.44,91,13,2.55,few clouds,2022-05-20 21:03:43
349,San Andres,CO,12.5847,-81.7006,82.47,73,99,8.3,overcast clouds,2022-05-20 21:03:43
350,Geraldton,AU,-28.7667,114.6,54.01,94,40,10.36,scattered clouds,2022-05-20 21:02:42
351,Olinda,BR,-8.0089,-34.8553,78.53,94,75,9.22,broken clouds,2022-05-20 21:03:38
352,Adrar,MR,20.5022,-10.0711,91.49,7,87,7.27,overcast clouds,2022-05-20 21:02:19
353,Semey,KZ,50.4111,80.2275,62.47,40,8,7.09,clear sky,2022-05-20 21:03:44
354,Ambilobe,MG,-13.2,49.05,70.0,82,20,4.21,few clouds,2022-05-20 21:03:45
355,Lithakia,GR,37.7167,20.8333,56.57,62,3,7.54,clear sky,2022-05-20 21:03:45
356,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.79,67,40,2.84,scattered clouds,2022-05-20 21:01:42
357,Bubaque,GW,11.2833,-15.8333,79.25,80,7,19.8,clear sky,2022-05-20 21:03:46
358,Lumeje,AO,-11.55,20.7833,65.53,46,0,1.21,clear sky,2022-05-20 21:03:47
359,Blagoyevo,RU,63.3667,47.9167,30.04,79,21,7.56,few clouds,2022-05-20 21:03:47
360,San Buenaventura,MX,27.0833,-101.5333,106.48,6,0,16.53,clear sky,2022-05-20 21:00:19
361,Makhachkala,RU,42.9764,47.5024,60.78,60,100,24.47,overcast clouds,2022-05-20 21:00:21
362,Tiruvannamalai,IN,12.2167,79.0667,82.65,65,97,7.65,overcast clouds,2022-05-20 21:03:48
363,Shellbrook,CA,53.2168,-106.4011,41.94,54,100,14.97,overcast clouds,2022-05-20 21:03:48
364,Araguacu,BR,-12.9306,-49.8264,68.94,36,100,3.24,overcast clouds,2022-05-20 21:03:49
365,Bemidji,US,47.4736,-94.8803,47.97,70,100,21.85,overcast clouds,2022-05-20 20:59:31
366,Sumenep,ID,-7.0167,113.8667,79.56,82,98,5.95,moderate rain,2022-05-20 21:03:49
367,Belaya Gora,RU,68.5333,146.4167,47.1,65,7,11.81,clear sky,2022-05-20 21:03:50
368,Jinchang,CN,38.4953,102.1739,65.07,31,70,5.57,broken clouds,2022-05-20 21:03:50
369,Balsas,BR,-7.5325,-46.0356,77.56,55,29,5.28,scattered clouds,2022-05-20 21:00:38
370,Mincivan,AZ,39.0294,46.7185,55.38,72,100,5.75,light rain,2022-05-20 21:04:51
371,Aleksandrov Gay,RU,50.147,48.5704,46.09,84,81,12.1,broken clouds,2022-05-20 21:04:51
372,Xiangfan,CN,32.0422,112.1448,63.21,87,75,3.2,broken clouds,2022-05-20 21:04:52
373,Quatre Cocos,MU,-20.2078,57.7625,76.08,72,72,16.02,broken clouds,2022-05-20 21:04:52
374,Coihaique,CL,-45.5752,-72.0662,46.35,93,75,5.75,light intensity shower rain,2022-05-20 21:04:53
375,Celestun,MX,20.8667,-90.4,84.96,71,94,14.27,overcast clouds,2022-05-20 21:04:53
376,Krasnogorsk,RU,55.8225,37.3181,46.06,65,0,8.95,clear sky,2022-05-20 21:04:53
377,Pangai,TO,-19.8,-174.35,78.03,80,99,18.03,overcast clouds,2022-05-20 21:04:54
378,Honiton,GB,50.7996,-3.189,56.19,81,20,12.66,few clouds,2022-05-20 21:04:54
379,Amga,RU,60.8953,131.9608,39.9,97,100,3.49,light rain,2022-05-20 21:04:55
380,Roma,US,43.2128,-75.4557,81.37,51,20,7.0,few clouds,2022-05-20 21:01:13
381,Turgutlu,TR,38.4953,27.6997,57.34,55,0,1.21,clear sky,2022-05-20 21:04:56
382,Boa Vista,BR,2.8197,-60.6733,85.98,62,20,4.61,few clouds,2022-05-20 21:04:56
383,Vershino-Darasunskiy,RU,52.35,115.5167,42.87,50,10,3.11,clear sky,2022-05-20 21:04:57
384,Labuhan,ID,-6.8844,112.2051,76.91,90,100,7.18,light rain,2022-05-20 21:04:57
385,Poli,TZ,-3.3333,36.8,58.1,89,95,4.56,overcast clouds,2022-05-20 21:04:58
386,Goldap,PL,54.3063,22.3036,50.9,98,100,6.58,overcast clouds,2022-05-20 21:04:58
387,Honiara,SB,-9.4333,159.95,79.68,80,2,2.35,clear sky,2022-05-20 21:04:59
388,Severo-Kurilsk,RU,50.6789,156.125,43.36,89,100,9.08,overcast clouds,2022-05-20 21:04:59
389,Shenjiamen,CN,29.9576,122.298,63.0,95,100,7.02,overcast clouds,2022-05-20 21:04:59
390,Sande,DE,53.5049,8.0142,55.02,93,99,12.66,light rain,2022-05-20 21:05:00
391,Watrous,CA,51.6668,-105.4679,39.0,67,100,17.43,overcast clouds,2022-05-20 21:05:00
392,Santo Augusto,BR,-27.8508,-53.7772,51.55,75,0,3.87,clear sky,2022-05-20 21:05:01
393,Sioux Lookout,CA,50.1001,-91.917,35.67,93,100,8.05,light snow,2022-05-20 21:05:01
394,Sola,VU,-13.8833,167.55,81.86,76,17,10.87,few clouds,2022-05-20 21:05:02
395,High Level,CA,58.5169,-117.136,56.23,19,99,4.12,overcast clouds,2022-05-20 21:00:37
396,Pampa,US,35.5362,-100.9599,73.44,31,0,8.05,clear sky,2022-05-20 21:05:02
397,Aklavik,CA,68.2191,-135.0107,46.35,67,95,2.21,overcast clouds,2022-05-20 21:05:03
398,Oranjemund,NA,-28.55,16.4333,53.26,88,0,6.24,clear sky,2022-05-20 21:05:03
399,Necochea,AR,-38.5473,-58.7368,53.98,56,100,8.84,overcast clouds,2022-05-20 21:02:24
400,Kiunga,PG,-6.1219,141.2906,72.0,100,47,1.86,scattered clouds,2022-05-20 21:05:04
401,Alice Springs,AU,-23.7,133.8833,40.55,87,1,5.75,clear sky,2022-05-20 21:04:26
402,Gimli,CA,50.6336,-96.9907,38.44,64,100,19.6,overcast clouds,2022-05-20 21:00:04
403,Port Keats,AU,-14.25,129.55,72.99,56,5,8.19,clear sky,2022-05-20 21:05:04
404,Houston,US,29.7633,-95.3633,95.11,56,40,27.63,scattered clouds,2022-05-20 21:01:37
405,Yaan,NG,7.3833,8.5667,78.55,67,94,4.5,overcast clouds,2022-05-20 21:05:05
406,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,20,14.97,few clouds,2022-05-20 21:05:06
407,Kalmunai,LK,7.4167,81.8167,80.92,75,69,4.76,broken clouds,2022-05-20 21:05:06
408,Manokwari,ID,-0.8667,134.0833,77.88,81,17,2.91,few clouds,2022-05-20 21:05:06
409,Sayat,TM,38.7839,63.8803,80.78,21,0,6.64,clear sky,2022-05-20 21:05:07
410,Birnin Kebbi,NG,12.4539,4.1975,92.93,29,33,5.35,scattered clouds,2022-05-20 21:05:07
411,Eureka,US,40.8021,-124.1637,74.75,64,12,11.01,few clouds,2022-05-20 21:04:39
412,Sheltozero,RU,61.3667,35.3667,35.6,73,50,3.56,scattered clouds,2022-05-20 21:05:08
413,Morro Bay,US,35.3658,-120.8499,81.48,72,30,5.01,scattered clouds,2022-05-20 21:05:08
414,Dawei,MM,14.0833,98.2,78.46,93,100,10.85,moderate rain,2022-05-20 21:05:09
415,Husavik,IS,66.0449,-17.3389,51.98,66,91,7.47,overcast clouds,2022-05-20 21:06:10
416,Homer,US,59.6425,-151.5483,57.78,57,0,5.75,clear sky,2022-05-20 21:06:10
417,Inirida,CO,3.8653,-67.9239,77.85,93,70,2.37,broken clouds,2022-05-20 21:06:10
418,Marawi,PH,7.9986,124.2928,69.31,95,100,2.46,overcast clouds,2022-05-20 21:06:11
419,Granadilla De Abona,ES,28.1188,-16.576,67.1,75,40,14.97,scattered clouds,2022-05-20 21:06:11
420,Mushie,CD,-3.0167,16.9,73.62,96,100,1.9,moderate rain,2022-05-20 21:06:12
421,Panaba,MX,21.2833,-88.2667,96.6,36,98,17.92,overcast clouds,2022-05-20 21:06:12
422,Kimbe,PG,-5.5502,150.1429,76.46,90,19,2.98,few clouds,2022-05-20 21:06:13
423,Nuuk,GL,64.1835,-51.7216,29.01,100,100,5.75,overcast clouds,2022-05-20 21:06:13
424,Dumas,US,35.8656,-101.9732,69.94,26,0,10.36,clear sky,2022-05-20 21:06:13
425,Maraba,BR,-5.3686,-49.1178,77.18,94,75,0.0,broken clouds,2022-05-20 21:06:14
426,Launceston,AU,-41.45,147.1667,41.14,93,75,4.61,broken clouds,2022-05-20 21:06:14
427,Mehran,IR,33.1222,46.1646,85.78,13,73,16.62,broken clouds,2022-05-20 21:06:15
428,Takahashi,JP,34.7833,133.6167,65.17,92,100,2.66,overcast clouds,2022-05-20 21:06:15
429,Hofn,IS,64.2539,-15.2082,47.68,94,100,10.2,overcast clouds,2022-05-20 21:06:16
430,Ancud,CL,-41.8697,-73.8203,52.23,89,97,18.75,light rain,2022-05-20 21:03:29
431,Poum,NC,-20.2333,164.0167,77.56,83,0,10.63,clear sky,2022-05-20 21:06:17
432,Duki,PK,30.1541,68.5728,79.99,10,0,14.14,clear sky,2022-05-20 21:06:17
433,Atar,MR,20.5169,-13.0499,91.06,18,95,7.87,overcast clouds,2022-05-20 21:06:17
434,Tecpan,GT,14.7623,-90.9947,65.89,80,99,4.56,overcast clouds,2022-05-20 21:06:18
435,Bitung,ID,1.4451,125.1824,76.05,83,51,8.66,broken clouds,2022-05-20 21:06:18
436,Provideniya,RU,64.3833,-173.3,47.32,56,19,10.49,few clouds,2022-05-20 21:06:19
437,Dubovyy Umet,RU,52.9763,50.2857,40.71,79,96,12.3,overcast clouds,2022-05-20 21:06:19
438,Miandrivazo,MG,-19.5167,45.4667,73.98,53,77,1.52,broken clouds,2022-05-20 21:06:19
439,Shakawe,BW,-18.3667,21.85,62.44,39,3,6.64,clear sky,2022-05-20 21:02:15
440,Omsukchan,RU,62.5333,155.8,33.44,96,100,5.82,overcast clouds,2022-05-20 21:06:20
441,Lorengau,PG,-2.0226,147.2712,81.66,79,92,10.09,overcast clouds,2022-05-20 21:06:20
442,Margate,GB,51.3813,1.3862,55.31,85,30,7.0,scattered clouds,2022-05-20 21:06:21
443,Nuevo Progreso,MX,23.1667,-97.95,94.53,56,5,8.99,clear sky,2022-05-20 21:06:21
444,Hamilton,US,39.1834,-84.5333,88.95,53,0,20.71,clear sky,2022-05-20 21:02:53
445,Pachora,IN,20.6667,75.35,86.67,39,74,10.74,broken clouds,2022-05-20 21:06:22
446,Ziro,IN,27.6333,93.8333,52.92,98,100,2.01,overcast clouds,2022-05-20 21:06:22
447,Alta Floresta,BR,-9.8756,-56.0861,70.68,70,96,1.77,overcast clouds,2022-05-20 21:06:23
448,Kushima,JP,31.4583,131.2333,61.43,97,100,6.51,light rain,2022-05-20 21:06:23
449,Mochudi,BW,-24.4167,26.15,53.01,61,95,10.94,overcast clouds,2022-05-20 21:06:24
450,Lyubech,UA,51.7026,30.6569,53.78,94,87,6.35,overcast clouds,2022-05-20 21:06:25
451,Bandar-E Lengeh,IR,26.5579,54.8807,85.71,55,0,4.61,clear sky,2022-05-20 21:06:25
452,Sitka,US,57.0531,-135.33,57.09,67,0,8.05,clear sky,2022-05-20 21:06:25
453,Kulhudhuffushi,MV,6.6221,73.07,83.35,77,35,16.06,scattered clouds,2022-05-20 21:06:26
454,Finschhafen,PG,-6.6024,147.8681,79.14,80,47,6.24,scattered clouds,2022-05-20 21:06:26
455,Esil,KZ,51.9556,66.4042,59.11,78,99,11.45,overcast clouds,2022-05-20 21:06:27
456,Lebyazhye,RU,55.2689,66.4947,46.98,71,100,6.76,overcast clouds,2022-05-20 21:06:27
457,Sand Springs,US,36.1398,-96.1089,85.23,64,40,5.75,scattered clouds,2022-05-20 21:06:28
458,Rio Grande,BR,-32.035,-52.0986,51.94,64,0,4.99,clear sky,2022-05-20 21:02:21
459,Copiapo,CL,-27.3667,-70.3333,60.49,29,4,4.14,clear sky,2022-05-20 21:06:04
460,Tucuman,AR,-26.8241,-65.2226,66.2,55,58,6.91,broken clouds,2022-05-20 21:07:29
461,Zhongshu,CN,24.5167,103.7667,56.14,96,100,3.0,overcast clouds,2022-05-20 21:07:29
462,Kerema,PG,-7.9631,145.7785,76.73,88,48,4.03,light rain,2022-05-20 21:07:29
463,Fairbanks,US,64.8378,-147.7164,71.02,32,0,3.44,clear sky,2022-05-20 21:07:22
464,Sakakah,SA,29.9697,40.2064,83.23,19,31,9.17,scattered clouds,2022-05-20 21:07:30
465,San Antero,CO,9.3741,-75.7589,83.93,75,90,5.88,overcast clouds,2022-05-20 21:04:18
466,Afsin,TR,38.2477,36.914,47.34,57,0,3.22,clear sky,2022-05-20 21:07:31
467,Sinnamary,GF,5.3833,-52.95,77.65,89,86,10.63,light rain,2022-05-20 21:07:31
468,Lensk,RU,60.7253,114.9278,41.13,95,34,2.46,scattered clouds,2022-05-20 21:07:32
469,Lages,BR,-27.8161,-50.3261,46.08,82,0,0.69,clear sky,2022-05-20 21:07:32
470,Borken,DE,51.85,6.8667,58.78,90,74,15.48,broken clouds,2022-05-20 21:07:32
471,Sabha,LY,27.0377,14.4283,75.65,31,0,17.52,clear sky,2022-05-20 21:07:33
472,Rangapara,IN,26.8167,92.65,68.77,95,8,5.59,clear sky,2022-05-20 21:07:33
473,Winnemucca,US,40.973,-117.7357,59.05,23,0,14.97,clear sky,2022-05-20 21:07:34
474,Coron,PH,11.9986,120.2043,78.04,88,94,2.48,overcast clouds,2022-05-20 21:07:34
475,Omboue,GA,-1.5746,9.2618,75.76,91,100,5.14,overcast clouds,2022-05-20 21:07:34
476,Paita,PE,-5.0892,-81.1144,70.39,74,33,17.43,scattered clouds,2022-05-20 21:07:35
477,Termiz,UZ,37.2242,67.2783,77.43,28,0,6.93,clear sky,2022-05-20 21:07:36
478,Ostrovnoy,RU,68.0531,39.5131,31.24,66,98,6.58,overcast clouds,2022-05-20 21:07:36
479,Bo Phloi,TH,14.3236,99.5161,81.32,89,100,5.3,overcast clouds,2022-05-20 21:07:37
480,Acarau,BR,-2.8856,-40.12,79.2,84,100,7.18,overcast clouds,2022-05-20 21:07:37
481,Urambo,TZ,-5.0667,32.05,65.5,63,100,3.33,overcast clouds,2022-05-20 21:07:37
482,Ocos,GT,14.5094,-92.1933,86.18,66,100,6.87,overcast clouds,2022-05-20 21:07:38
483,Bossangoa,CF,6.4926,17.4552,71.92,95,100,5.32,overcast clouds,2022-05-20 21:07:38
484,Lokosovo,RU,61.1333,74.8167,39.65,82,56,14.03,light rain,2022-05-20 21:07:39
485,Seymchan,RU,62.8833,152.4333,43.97,61,98,5.57,overcast clouds,2022-05-20 21:07:39
486,Chandbali,IN,20.7833,86.7667,83.43,77,54,11.68,broken clouds,2022-05-20 21:07:40
487,Bali,ID,-8.5,115.0,79.77,90,67,1.86,broken clouds,2022-05-20 21:07:40
488,Casalmaggiore,IT,44.9939,10.4189,76.14,55,15,8.41,few clouds,2022-05-20 21:07:41
489,Uthal,PK,25.8072,66.6219,82.71,83,32,4.27,scattered clouds,2022-05-20 21:07:41
490,Great Falls,US,47.5002,-111.3008,45.59,55,100,19.57,overcast clouds,2022-05-20 21:04:33
491,San Luis,AR,-33.295,-66.3356,61.11,32,3,4.23,clear sky,2022-05-20 21:07:42
492,Trairi,BR,-3.2778,-39.2689,77.77,87,96,5.19,overcast clouds,2022-05-20 21:03:39
493,Zhanaozen,KZ,43.3,52.8,57.18,68,100,17.98,overcast clouds,2022-05-20 21:07:43
494,Bet Shemesh,IL,31.7496,34.9888,77.58,25,85,6.22,overcast clouds,2022-05-20 21:07:43
495,Severo-Yeniseyskiy,RU,60.3725,93.0408,44.13,81,85,5.73,overcast clouds,2022-05-20 21:07:43
496,Marystown,CA,47.1666,-55.1483,50.45,64,93,3.91,overcast clouds,2022-05-20 21:07:44
497,Klaksvik,FO,62.2266,-6.589,49.12,97,100,16.51,overcast clouds,2022-05-20 21:07:44
498,Baihar,IN,22.1,80.55,87.87,39,4,9.73,clear sky,2022-05-20 21:07:45
499,Maues,BR,-3.3836,-57.7186,78.98,74,80,0.85,broken clouds,2022-05-20 21:07:45
500,Pasni,PK,25.2631,63.471,82.11,90,2,10.22,clear sky,2022-05-20 21:07:46
501,Muros,ES,42.7762,-9.0603,67.08,69,76,12.53,broken clouds,2022-05-20 21:07:46
502,Salta,AR,-24.7859,-65.4117,62.58,59,100,8.99,overcast clouds,2022-05-20 21:06:22
503,Buritizeiro,BR,-17.3511,-44.9622,62.69,40,0,3.33,clear sky,2022-05-20 21:08:47
504,Paamiut,GL,61.994,-49.6678,35.29,84,97,8.3,overcast clouds,2022-05-20 21:08:47
505,Maniitsoq,GL,65.4167,-52.9,36.86,61,100,0.22,overcast clouds,2022-05-20 21:08:48
506,Tadine,NC,-21.55,167.8833,74.79,91,100,23.73,overcast clouds,2022-05-20 21:08:48
507,Kanigoro,ID,-8.13,112.219,73.11,93,99,2.46,overcast clouds,2022-05-20 21:08:49
508,Rocha,UY,-34.4833,-54.3333,52.11,72,18,5.55,few clouds,2022-05-20 21:08:49
509,Baruun-Urt,MN,46.6806,113.2792,60.84,36,96,5.37,overcast clouds,2022-05-20 21:08:49
510,Fort-Shevchenko,KZ,44.5086,50.263,59.86,64,83,25.26,broken clouds,2022-05-20 21:08:50
511,Cervo,ES,43.6702,-7.4101,62.96,90,32,11.18,scattered clouds,2022-05-20 21:08:50
512,San Quintin,MX,30.4833,-115.95,66.94,66,18,12.73,few clouds,2022-05-20 21:08:51
513,Bandiagara,ML,14.3501,-3.6104,93.4,23,91,8.03,overcast clouds,2022-05-20 21:08:51
514,Manjacaze,MZ,-24.7117,33.8828,68.65,78,70,7.72,broken clouds,2022-05-20 21:08:52
515,Porto Nacional,BR,-10.7081,-48.4172,78.8,50,74,2.04,broken clouds,2022-05-20 21:08:52
516,Parksville,CA,49.3163,-124.3195,67.73,61,2,5.99,clear sky,2022-05-20 21:08:53
517,Onokhoy,RU,51.932,108.0747,47.95,58,34,3.44,scattered clouds,2022-05-20 21:08:53
518,Englewood,US,39.6478,-104.9878,38.93,92,100,9.22,snow,2022-05-20 21:08:14
519,Uaua,BR,-9.8414,-39.4817,71.49,82,99,7.87,overcast clouds,2022-05-20 21:08:54
520,Goderich,CA,43.7501,-81.7165,63.88,88,81,20.62,broken clouds,2022-05-20 21:08:54
521,Soria,ES,41.6667,-2.6667,69.12,55,92,3.87,overcast clouds,2022-05-20 21:08:54
522,Kharp,RU,66.8014,65.8081,35.38,69,100,13.02,overcast clouds,2022-05-20 21:08:55
523,Liwale,TZ,-9.7667,37.9333,65.64,92,98,1.79,overcast clouds,2022-05-20 21:08:55
524,Flinders,AU,-34.5833,150.8552,56.17,92,96,3.0,overcast clouds,2022-05-20 21:08:56
525,Roebourne,AU,-20.7833,117.1333,75.38,73,64,4.94,broken clouds,2022-05-20 21:08:56
526,Loksa,EE,59.5764,25.7214,42.82,87,43,10.83,scattered clouds,2022-05-20 21:08:57
527,Balykshi,KZ,47.0667,51.8667,50.0,93,75,15.66,mist,2022-05-20 21:08:57
528,Taoudenni,ML,22.6783,-3.9836,100.27,7,100,9.71,overcast clouds,2022-05-20 21:08:57
529,Hoshcha,UA,50.6003,26.6744,60.01,94,48,11.56,scattered clouds,2022-05-20 21:08:58
530,Lewistown,US,40.5992,-77.5714,76.95,94,75,0.0,broken clouds,2022-05-20 21:07:54
531,Gat,IL,31.61,34.7642,79.39,35,98,8.01,overcast clouds,2022-05-20 21:08:59
532,Aykhal,RU,66.0,111.5,35.51,92,99,1.19,overcast clouds,2022-05-20 21:08:59
533,Yarada,IN,17.65,83.2667,86.32,74,40,11.5,scattered clouds,2022-05-20 21:09:00
534,Kedrovyy,RU,56.1667,91.8167,39.61,57,41,5.77,scattered clouds,2022-05-20 21:09:00
535,Poronaysk,RU,49.2167,143.1167,37.42,93,99,9.8,overcast clouds,2022-05-20 21:09:01
536,Tautira,PF,-17.7333,-149.15,79.45,72,12,8.61,light rain,2022-05-20 21:09:01
537,Hokitika,NZ,-42.7167,170.9667,45.82,87,98,3.15,overcast clouds,2022-05-20 21:09:02
538,Sistranda,NO,63.7256,8.834,55.36,86,100,15.26,overcast clouds,2022-05-20 21:09:02
539,Saint-Francois,FR,46.4154,3.9054,72.84,73,75,10.36,broken clouds,2022-05-20 21:09:03
540,Northam,GB,51.0333,-4.2167,54.61,89,6,15.14,clear sky,2022-05-20 21:06:26
541,Tomatlan,MX,19.9333,-105.25,88.75,41,0,12.46,clear sky,2022-05-20 21:09:03
542,Trinidad,BO,-14.8333,-64.9,73.06,45,89,2.21,overcast clouds,2022-05-20 21:09:04
543,Sovetskaya Gavan,RU,48.9723,140.2878,40.19,94,100,4.38,overcast clouds,2022-05-20 21:09:04
544,Brigantine,US,39.4101,-74.3646,75.2,89,100,16.11,overcast clouds,2022-05-20 21:09:05
545,Goba,ET,7.0167,39.9833,49.87,87,98,5.06,overcast clouds,2022-05-20 21:09:05
546,Saint Anthony,US,45.0205,-93.218,65.93,50,0,17.27,clear sky,2022-05-20 21:09:06
547,Juneau,US,58.3019,-134.4197,62.6,100,0,10.36,clear sky,2022-05-20 21:09:06
548,Williams Lake,CA,52.1415,-122.1445,57.45,25,91,11.41,overcast clouds,2022-05-20 21:10:07
549,Ferme-Neuve,CA,46.7001,-75.4493,76.03,58,100,14.23,overcast clouds,2022-05-20 21:10:08
550,Bodden Town,KY,19.2833,-81.25,84.99,72,100,11.99,overcast clouds,2022-05-20 21:10:08
551,Ballinrobe,IE,53.6333,-9.2333,53.74,83,2,8.72,clear sky,2022-05-20 21:10:08
552,Urucara,BR,-2.5364,-57.76,78.06,80,96,0.47,overcast clouds,2022-05-20 21:10:09
553,Rancho Palos Verdes,US,33.7445,-118.387,69.46,79,98,11.01,overcast clouds,2022-05-20 21:10:09
554,Mitsamiouli,KM,-11.3847,43.2844,79.54,70,13,5.55,few clouds,2022-05-20 21:10:10
555,Merano,IT,46.6682,11.1595,74.55,89,100,3.27,light rain,2022-05-20 21:10:10
556,San Vicente,AR,-26.6167,-54.1333,50.36,70,0,1.79,clear sky,2022-05-20 21:10:10
557,Miraflores,MX,19.2167,-98.8083,83.16,28,71,5.57,broken clouds,2022-05-20 21:10:11
558,Gazimurskiy Zavod,RU,51.5461,118.3266,45.23,53,35,3.06,scattered clouds,2022-05-20 21:10:11
559,Abu Samrah,SY,35.3029,37.1841,67.96,23,0,9.66,clear sky,2022-05-20 21:10:12
560,Charters Towers,AU,-20.1,146.2667,64.6,84,64,14.03,broken clouds,2022-05-20 21:10:12
561,Babu,CN,24.4167,111.5167,68.52,92,96,3.51,overcast clouds,2022-05-20 21:10:13
562,Kurtamysh,RU,54.9103,64.4319,46.27,81,100,6.69,light rain,2022-05-20 21:10:13
563,Pacific Grove,US,36.6177,-121.9166,75.02,63,0,11.01,clear sky,2022-05-20 21:06:32
564,Nara,JP,34.6851,135.8049,66.49,53,100,0.6,moderate rain,2022-05-20 21:10:14
565,Takoradi,GH,4.8845,-1.7554,79.29,84,100,11.56,moderate rain,2022-05-20 21:10:14
566,Jiangyou,CN,31.7667,104.7167,65.55,87,100,2.37,overcast clouds,2022-05-20 21:10:15
567,Saquena,PE,-4.6667,-73.5167,79.36,63,63,0.74,broken clouds,2022-05-20 21:10:15
568,Llangefni,GB,53.2556,-4.3106,54.73,87,40,13.8,scattered clouds,2022-05-20 21:10:16
569,Trapani,IT,37.8333,12.6667,65.28,79,5,4.63,clear sky,2022-05-20 21:10:16
570,Deputatskiy,RU,69.3,139.9,29.46,98,100,1.16,light snow,2022-05-20 21:10:17
571,Muskogee,US,35.5834,-95.3336,91.47,64,75,16.11,broken clouds,2022-05-20 21:10:17
572,Lamar,US,33.6668,-95.5836,92.64,62,75,19.57,broken clouds,2022-05-20 21:10:18
573,Henties Bay,NA,-22.116,14.2845,56.59,80,0,18.92,clear sky,2022-05-20 21:10:18
574,Kirando,TZ,-7.4167,30.6,72.5,63,57,6.2,broken clouds,2022-05-20 21:10:18
575,Mayahi,NE,13.9553,7.6712,91.76,20,74,9.1,broken clouds,2022-05-20 21:10:19
576,Takaka,NZ,-40.85,172.8,55.56,74,75,10.69,broken clouds,2022-05-20 21:10:19
577,Guadalupe,MX,25.6833,-100.25,109.96,8,0,11.5,clear sky,2022-05-20 21:10:20
578,Mabini,PH,15.6,120.9833,75.22,93,100,2.71,overcast clouds,2022-05-20 21:10:20
579,Weyburn,CA,49.6668,-103.8511,40.3,62,100,19.35,overcast clouds,2022-05-20 21:08:26
580,Te Anau,NZ,-45.4167,167.7167,42.49,88,100,5.06,overcast clouds,2022-05-20 21:10:21
581,Arman,RU,59.7,150.1667,37.02,99,100,7.83,moderate rain,2022-05-20 21:10:21
582,Birin,NP,26.8865,88.0718,58.62,86,88,4.65,overcast clouds,2022-05-20 21:10:22
583,Peniche,PT,39.3558,-9.3811,73.08,82,100,8.9,overcast clouds,2022-05-20 21:10:22
584,Byron Bay,AU,-28.65,153.6167,60.71,82,100,13.96,moderate rain,2022-05-20 21:10:23
585,Hoa Binh,VN,20.8133,105.3383,74.95,98,100,3.06,overcast clouds,2022-05-20 21:10:23
586,Dalby,AU,-27.1833,151.2667,56.98,96,100,14.99,light rain,2022-05-20 21:10:23
587,Nizhnevartovsk,RU,60.9344,76.5531,44.62,93,0,11.01,clear sky,2022-05-20 21:10:24
588,Dharchula,IN,29.85,80.5333,68.02,49,9,8.05,clear sky,2022-05-20 21:10:24
589,Antalaha,MG,-14.9003,50.2788,71.26,89,25,8.66,light rain,2022-05-20 21:10:25
590,Aktash,RU,50.3,87.7333,38.97,85,13,1.05,few clouds,2022-05-20 21:10:25
591,Portland,US,45.5234,-122.6762,59.99,62,75,5.75,broken clouds,2022-05-20 21:08:28
592,Kinablangan,PH,7.6947,126.5503,77.63,80,92,3.0,overcast clouds,2022-05-20 21:10:26
593,Ossora,RU,59.2353,163.0719,35.91,99,100,2.62,overcast clouds,2022-05-20 21:10:26
594,Presidente Medici,BR,-11.1753,-61.9014,72.52,69,73,0.78,broken clouds,2022-05-20 21:11:27
595,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,81,93,5.06,overcast clouds,2022-05-20 21:11:27
596,Manacor,ES,39.5696,3.2096,74.39,80,45,3.09,scattered clouds,2022-05-20 21:11:28
597,Macusani,PE,-14.0833,-70.4333,44.64,58,71,9.04,broken clouds,2022-05-20 21:11:28
598,Kaiyuan,CN,23.6977,103.3037,62.83,95,100,3.22,overcast clouds,2022-05-20 21:11:29
599,Conde,BR,-7.2597,-34.9075,81.86,83,40,8.05,scattered clouds,2022-05-20 21:11:29
600,Vaitape,PF,-16.5167,-151.75,80.28,73,19,11.7,few clouds,2022-05-20 21:11:29
